restaurant_name,text,rating,sentiment,theme,conflict,source,analyzed
Money’s corner (sarawak kampua mee),Portions were generous and beautifully plated.,2,Positive,Taste,True,llm,True
Money’s corner (sarawak kampua mee),The mains tasted bland and under-seasoned.,5,Negative,Taste,True,llm,True
Money’s corner (sarawak kampua mee),The nasi lemak was flavorful and exceeded our expectations.,4,Positive,Taste,True,llm,True
Money’s corner (sarawak kampua mee),"Staff seemed rushed and inattentive throughout. However, Would come back just for the nasi lemak; truly amazing.",3,Positive,Taste,True,llm,True
Money’s corner (sarawak kampua mee),Waited over an hour before anyone took our order.,4,Negative,Wait Time,True,llm,True
Money’s corner (sarawak kampua mee),Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Money’s corner (sarawak kampua mee),Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Money’s corner (sarawak kampua mee),Would come back just for the pizza; truly outstanding.,1,Positive,Taste,True,llm,True
Money’s corner (sarawak kampua mee),The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Money’s corner (sarawak kampua mee),Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
Money’s corner (sarawak kampua mee),"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Money’s corner (sarawak kampua mee),"Expected better — the char kuey teow tasted overpriced. However, The steak was cooked to perfection, very juicy.",3,Positive,Taste,True,llm,True
Moorthy's Mathai Indian Rice,"Service was slow and our order was forgotten twice. However, Staff remembered our preferences from last visit.",3,Negative,Service,True,llm,True
Moorthy's Mathai Indian Rice,"Had to wait 45 minutes for a table despite having a reservation. However, Quick seating even on a busy Friday night.",3,Negative,Wait Time,True,llm,True
Moorthy's Mathai Indian Rice,"The steak was cooked to perfection, very juicy.",1,Positive,Taste,True,llm,True
Moorthy's Mathai Indian Rice,Expected better — the ramen tasted cold.,1,Negative,Taste,True,llm,True
Moorthy's Mathai Indian Rice,Expected better — the pizza tasted inconsistent.,1,Negative,Taste,True,llm,True
Moorthy's Mathai Indian Rice,Left disappointed; the fish and chips was disappointing for the price.,4,Negative,Taste,True,llm,True
Moorthy's Mathai Indian Rice,"Best tiramisu I've ever had, highly recommend.",1,Positive,Taste,True,llm,True
Moorthy's Mathai Indian Rice,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Moorthy's Mathai Indian Rice,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Moorthy's Mathai Indian Rice,"The steak was cooked to perfection, very juicy.",2,Positive,Taste,True,llm,True
Moorthy's Mathai Indian Rice,Service was slow and our order was forgotten twice.,5,Negative,Service,True,llm,True
Moorthy's Mathai Indian Rice,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Moorthy's Mathai Indian Rice,"The laksa had an authentic, rich broth.",1,Positive,Taste,True,llm,True
Moorthy's Mathai Indian Rice,"Expected better — the satay tasted overcooked. However, Staff remembered our preferences from last visit.",3,Neutral,Taste,True,llm,True
Moorthy's Mathai Indian Rice,"The mains tasted bland and under-seasoned. However, The steak was beautifully cooked and exceeded our expectations.",3,Positive,Taste,True,llm,True
Moorthy's Mathai Indian Rice,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Moorthy's Mathai Indian Rice,"The laksa was disappointing and not what we hoped for. However, Staff remembered our preferences from last visit.",3,Negative,Taste,True,llm,True
Moorthy's Mathai Indian Rice,"Dessert was disappointing and not worth the price. However, Host was welcoming and the ambiance felt cozy.",3,Negative,Taste,True,llm,True
Moorthy's Mathai Indian Rice,Expected better — the steak tasted cold.,1,Negative,Taste,True,llm,True
Mr Naan & Mrs Idly,Quick seating even on a busy Friday night.,1,Positive,Wait Time,True,llm,True
Mr Naan & Mrs Idly,"Overpriced for the portion sizes we received. However, Host was welcoming and the ambiance felt cozy.",3,Negative,Other,True,llm,True
Mr Naan & Mrs Idly,The fish and chips was delicious and exceeded our expectations.,2,Positive,Taste,True,llm,True
Mr Naan & Mrs Idly,"Best tiramisu I've ever had, highly recommend.",1,Positive,Taste,True,llm,True
Mr Naan & Mrs Idly,Expected better — the pizza tasted greasy.,2,Negative,Taste,True,llm,True
Mr Naan & Mrs Idly,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Mr Naan & Mrs Idly,Portions were generous and beautifully plated.,2,Positive,Taste,True,llm,True
Mr Naan & Mrs Idly,Excellent value for the quality of food served.,1,Positive,Taste,True,llm,True
Mr Naan & Mrs Idly,"Expected better — the curry tasted overpriced. However, The roast chicken was outstanding and exceeded our expectations.",3,Positive,Taste,True,llm,True
Mr Naan & Mrs Idly,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Mr Naan & Mrs Idly,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Mr Naan & Mrs Idly,Expected better — the roast chicken tasted overpriced.,1,Negative,Taste,True,llm,True
Mr Naan & Mrs Idly,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Mr Naan & Mrs Idly,The ramen was slow and not what we hoped for.,5,Negative,Wait Time,True,llm,True
Mr Naan & Mrs Idly,The roast chicken was overcooked and not what we hoped for.,4,Negative,Taste,True,llm,True
Mr. Tuk Tuk Nu Sentral,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Mr. Tuk Tuk Nu Sentral,"The mains tasted bland and under-seasoned. However, The laksa was flavorful and exceeded our expectations.",4,Neutral,Taste,True,llm,True
Mr. Tuk Tuk Nu Sentral,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Mr. Tuk Tuk Nu Sentral,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Mr. Tuk Tuk Nu Sentral,Expected better — the ramen tasted inconsistent.,2,Negative,Taste,True,llm,True
Mr. Tuk Tuk Nu Sentral,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
My Caterer & Restaurant Sdn. Bhd.,The nasi lemak was cold and not what we hoped for.,4,Negative,Taste,True,llm,True
My Caterer & Restaurant Sdn. Bhd.,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
My Caterer & Restaurant Sdn. Bhd.,Would come back just for the nasi lemak; truly delicious.,1,Positive,Taste,True,llm,True
My Caterer & Restaurant Sdn. Bhd.,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Nadia Vege Cafe - Brickfields,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Nadia Vege Cafe - Brickfields,Excellent value for the quality of food served.,1,Positive,Taste,True,llm,True
Nadia Vege Cafe - Brickfields,Expected better — the satay tasted overcooked.,1,Negative,Taste,True,llm,True
Nadia Vege Cafe - Brickfields,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Nadia Vege Cafe - Brickfields,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Nadia Vege Cafe - Brickfields,Portions were generous and beautifully plated.,2,Positive,Taste,True,llm,True
NADODI,Food arrived cold after a 20-minute wait.,5,Negative,Taste,True,llm,True
NADODI,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
NADODI,Tables were cramped and the room felt overcrowded.,5,Negative,Other,True,llm,True
NADODI,Excellent value for the quality of food served.,2,Positive,Taste,True,llm,True
NADODI,"The noise level made it hard to have a conversation. However, Our waiter was incredibly attentive and friendly.",3,Positive,Service,True,llm,True
NADODI,The mains tasted bland and under-seasoned.,4,Negative,Taste,True,llm,True
NADODI,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
NADODI,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,"Left disappointed; the laksa was slow for the price. However, Staff remembered our preferences from last visit.",4,Negative,Wait Time,True,llm,True
Naivedyam - Jain and Vegetarian food station,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,"Food arrived cold after a 20-minute wait. However, The steak was cooked to perfection, very juicy.",3,Negative,Wait Time,True,llm,True
Naivedyam - Jain and Vegetarian food station,"Staff seemed rushed and inattentive throughout. However, Staff remembered our preferences from last visit.",4,Negative,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,"Food arrived cold after a 20-minute wait. However, Host was welcoming and the ambiance felt cozy.",3,Negative,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,Service was slow and our order was forgotten twice.,4,Negative,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,"Left disappointed; the laksa was overcooked for the price. However, Quick seating even on a busy Friday night.",4,Negative,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,Would come back just for the laksa; truly excellent.,1,Positive,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,Excellent value for the quality of food served.,1,Positive,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,"The laksa had an authentic, rich broth.",1,Positive,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,The mains tasted bland and under-seasoned.,5,Negative,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,Dessert was disappointing and not worth the price.,5,Negative,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,Our waiter was incredibly attentive and friendly.,1,Positive,Service,True,llm,True
Naivedyam - Jain and Vegetarian food station,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Naivedyam - Jain and Vegetarian food station,The fish and chips was overpriced and not what we hoped for.,4,Negative,Taste,True,llm,True
Naivedyam - Jain and Vegetarian food station,The pizza was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)","Tables were cramped and the room felt overcrowded. However, Quick seating even on a busy Friday night.",4,Negative,Other,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",Food arrived cold after a 20-minute wait.,5,Negative,Taste,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)","Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",Expected better — the fish and chips tasted inconsistent.,1,Negative,Taste,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",Host was welcoming and the ambiance felt cozy.,1,Positive,Service,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",Loved the pasta — flavorful and served piping hot.,2,Positive,Taste,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",Staff seemed rushed and inattentive throughout.,4,Negative,Service,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",The noise level made it hard to have a conversation.,4,Negative,Other,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
"Namma Veedu Vasanta Bhavan , Brickfields (Vegetarian Family Restaurant)",The sushi was perfect and exceeded our expectations.,2,Positive,Taste,True,llm,True
Nasi Kandar Mamu Heritage,Overpriced for the portion sizes we received.,4,Negative,Other,True,llm,True
Nasi Kandar Mamu Heritage,Quick seating even on a busy Friday night.,1,Positive,Wait Time,True,llm,True
Nasi Kandar Mamu Heritage,Staff remembered our preferences from last visit.,2,Positive,Service,True,llm,True
Nasi Kandar Mamu Heritage,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Would come back just for the char kuey teow; truly excellent.,2,Positive,Taste,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,"The ramen was overcooked and not what we hoped for. However, Would come back just for the curry; truly flavorful.",3,Positive,Taste,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Loved the sushi — fresh and served piping hot.,1,Positive,Taste,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,The ramen was greasy and not what we hoped for.,5,Negative,Taste,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Waited over an hour before anyone took our order.,5,Negative,Wait Time,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Left disappointed; the nasi lemak was cold for the price.,5,Negative,Taste,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Our waiter was incredibly attentive and friendly.,2,Positive,Service,True,llm,True
Neu Xinmin Vegetarian (Neu) Restaurant,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Night market,The pizza was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
Night market,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Night market,Left disappointed; the fish and chips was bland for the price.,5,Negative,Taste,True,llm,True
Night market,"Service was slow and our order was forgotten twice. However, Host was welcoming and the ambiance felt cozy.",3,Negative,Service,True,llm,True
Night market,Our waiter was incredibly attentive and friendly.,2,Positive,Service,True,llm,True
Night market,Expected better — the ramen tasted cold.,1,Negative,Taste,True,llm,True
Nizam Bistro,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Nizam Bistro,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Nizam Bistro,"Food arrived cold after a 20-minute wait. However, Would come back just for the pizza; truly flavorful.",3,Positive,Taste,True,llm,True
Nizam Bistro,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Nizam Bistro,The laksa was beautifully cooked and exceeded our expectations.,2,Positive,Taste,True,llm,True
Nizam Bistro,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Nizam Bistro,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Nizam Bistro,"Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
Nizam Bistro,Tables were cramped and the room felt overcrowded.,5,Negative,Other,True,llm,True
Nizam Bistro,Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
Nizam Bistro,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Nizam Bistro,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Nizam Bistro,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Nizam Bistro,Staff remembered our preferences from last visit.,5,Positive,Service,True,llm,True
Nizam Bistro,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Nizam Bistro,Service was slow and our order was forgotten twice.,4,Negative,Service,True,llm,True
Nizam Bistro,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Nizam Bistro,Waited over an hour before anyone took our order.,5,Negative,Wait Time,True,llm,True
NJ Restaurant,Would come back just for the laksa; truly amazing.,1,Positive,Taste,True,llm,True
NJ Restaurant,Service was slow and our order was forgotten twice.,5,Negative,Service,True,llm,True
NJ Restaurant,Would come back just for the pizza; truly delicious.,2,Positive,Taste,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),"Left disappointed; the laksa was salty for the price. However, Best tiramisu I've ever had, highly recommend.",3,Positive,Taste,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),The fish and chips was overpriced and not what we hoped for.,5,Negative,Taste,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),"Food arrived cold after a 20-minute wait. However, The steak was cooked to perfection, very juicy.",3,Negative,Wait Time,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),Expected better — the char kuey teow tasted overcooked.,1,Negative,Taste,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),"The steak was cooked to perfection, very juicy.",2,Positive,Taste,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),Parking was available but the lot filled up quickly.,3,Neutral,Other,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),Quick seating even on a busy Friday night.,2,Positive,Wait Time,True,llm,True
OM POT BIRYANI ( MANNPAANNAI),The roast chicken was bland and not what we hoped for.,4,Negative,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Would come back just for the curry; truly excellent.,1,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral","Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral","Prices are standard for this area, no surprises.",3,Neutral,Other,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Would come back just for the ramen; truly authentic.,2,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral","Best tiramisu I've ever had, highly recommend.",2,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral","The pizza was bland and not what we hoped for. However, Our waiter was incredibly attentive and friendly.",3,Neutral,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Expected better — the roast chicken tasted cold.,2,Negative,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Excellent value for the quality of food served.,1,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Expected better — the satay tasted cold.,1,Negative,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Had to wait 45 minutes for a table despite having a reservation.,5,Negative,Wait Time,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",The pasta was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral","Expected better — the laksa tasted overpriced. However, Excellent value for the quality of food served.",3,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Would come back just for the char kuey teow; truly fresh.,1,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Staff remembered our preferences from last visit.,1,Positive,Service,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",The roast chicken was authentic and exceeded our expectations.,2,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Would come back just for the nasi lemak; truly amazing.,2,Positive,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral","Dessert was disappointing and not worth the price. However, Staff remembered our preferences from last visit.",4,Negative,Taste,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Staff remembered our preferences from last visit.,2,Positive,Service,True,llm,True
"Original Penang Kayu Nasi Kandar - NU Sentral Mall, KL Sentral",Quick seating even on a busy Friday night.,2,Positive,Wait Time,True,llm,True
Palate@CVSKL,"The noise level made it hard to have a conversation. However, Excellent value for the quality of food served.",3,Positive,Taste,True,llm,True
Palate@CVSKL,"Food arrived cold after a 20-minute wait. However, Portions were generous and beautifully plated.",3,Negative,Taste,True,llm,True
Palate@CVSKL,The place was clean but the decor was a bit dated.,3,Neutral,Other,True,llm,True
Palate@CVSKL,The mains tasted bland and under-seasoned.,5,Negative,Taste,True,llm,True
Palate@CVSKL,The steak was flavorful and exceeded our expectations.,5,Positive,Taste,True,llm,True
Palate@CVSKL,"Expected better — the steak tasted slow. However, Fresh ingredients and bold flavors in every dish.",3,Positive,Taste,True,llm,True
Palate@CVSKL,"Best tiramisu I've ever had, highly recommend.",2,Positive,Taste,True,llm,True
Palate@CVSKL,The steak was delicious and exceeded our expectations.,1,Positive,Taste,True,llm,True
Palate@CVSKL,Staff seemed rushed and inattentive throughout.,4,Negative,Service,True,llm,True
Palate@CVSKL,"The steak was cooked to perfection, very juicy.",2,Positive,Taste,True,llm,True
Palate@CVSKL,The mains tasted bland and under-seasoned.,5,Negative,Taste,True,llm,True
Palate@CVSKL,"The sushi was greasy and not what we hoped for. However, Host was welcoming and the ambiance felt cozy.",3,Negative,Taste,True,llm,True
Palate@CVSKL,The roast chicken was inconsistent and not what we hoped for.,5,Negative,Taste,True,llm,True
Palate@CVSKL,Left disappointed; the satay was inconsistent for the price.,4,Negative,Taste,True,llm,True
Palate@CVSKL,Loved the laksa — outstanding and served piping hot.,2,Positive,Taste,True,llm,True
Palate@CVSKL,The sushi was flavorful and exceeded our expectations.,4,Positive,Taste,True,llm,True
Palm Court Restaurant & Cafe,Fresh ingredients and bold flavors in every dish.,1,Positive,Taste,True,llm,True
Palm Court Restaurant & Cafe,Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
Palm Court Restaurant & Cafe,The mains tasted bland and under-seasoned.,4,Negative,Taste,True,llm,True
Palm Court Restaurant & Cafe,Expected better — the laksa tasted overpriced.,2,Negative,Taste,True,llm,True
Palm Court Restaurant & Cafe,Dessert was disappointing and not worth the price.,4,Negative,Taste,True,llm,True
Palm Court Restaurant & Cafe,The pizza was perfect and exceeded our expectations.,2,Positive,Taste,True,llm,True
Palm Court Restaurant & Cafe,"Left disappointed; the curry was greasy for the price. However, Would come back just for the curry; truly fresh.",3,Positive,Taste,True,llm,True
Palm Court Restaurant & Cafe,The noise level made it hard to have a conversation.,5,Negative,Other,True,llm,True
Palm Court Restaurant & Cafe,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Palm Court Restaurant & Cafe,"Best tiramisu I've ever had, highly recommend.",1,Positive,Taste,True,llm,True
Palm Court Restaurant & Cafe,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Paradise Restaurant,The nasi lemak was disappointing and not what we hoped for.,4,Negative,Taste,True,llm,True
Paradise Restaurant,Quick seating even on a busy Friday night.,2,Positive,Wait Time,True,llm,True
Paradise Restaurant,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Paradise Restaurant,"The noise level made it hard to have a conversation. However, Excellent value for the quality of food served.",3,Positive,Taste,True,llm,True
Paradise Restaurant,"Service was slow and our order was forgotten twice. However, Our waiter was incredibly attentive and friendly.",3,Negative,Service,True,llm,True
Paradise Restaurant,Tables were cramped and the room felt overcrowded.,5,Negative,Other,True,llm,True
Paradise Restaurant,"Left disappointed; the fish and chips was disappointing for the price. However, Best tiramisu I've ever had, highly recommend.",3,Positive,Taste,True,llm,True
Paradise Restaurant,Excellent value for the quality of food served.,1,Positive,Taste,True,llm,True
Passage Thru India,Loved the char kuey teow — beautifully cooked and served piping hot.,1,Positive,Taste,True,llm,True
Passage Thru India,Overpriced for the portion sizes we received.,5,Negative,Other,True,llm,True
Passage Thru India,Waited over an hour before anyone took our order.,5,Negative,Wait Time,True,llm,True
Passage Thru India,Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
Passage Thru India,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Passage Thru India,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Passage Thru India,Expected better — the curry tasted salty.,1,Negative,Taste,True,llm,True
Passage Thru India,Would come back just for the roast chicken; truly beautifully cooked.,1,Positive,Taste,True,llm,True
Passage Thru India,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Passage Thru India,Quick seating even on a busy Friday night.,4,Positive,Wait Time,True,llm,True
Passage Thru India,Food arrived cold after a 20-minute wait.,4,Negative,Taste,True,llm,True
Passage Thru India,Quick seating even on a busy Friday night.,1,Positive,Wait Time,True,llm,True
Passage Thru India,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Passage Thru India,Would come back just for the char kuey teow; truly memorable.,1,Positive,Taste,True,llm,True
Passage Thru India,Portions were generous and beautifully plated.,1,Positive,Taste,True,llm,True
Passage Thru India,"Dessert was disappointing and not worth the price. However, The fish and chips was excellent and exceeded our expectations.",4,Neutral,Taste,True,llm,True
Penrose KL,Expected better — the ramen tasted underwhelming.,2,Negative,Taste,True,llm,True
Penrose KL,"The laksa had an authentic, rich broth.",2,Positive,Taste,True,llm,True
Penrose KL,"Best tiramisu I've ever had, highly recommend.",2,Positive,Taste,True,llm,True
Penrose KL,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Penrose KL,Portions were generous and beautifully plated.,2,Positive,Taste,True,llm,True
Penrose KL,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Penrose KL,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Penrose KL,"Overpriced for the portion sizes we received. However, Staff remembered our preferences from last visit.",4,Negative,Other,True,llm,True
Penrose KL,Overpriced for the portion sizes we received.,5,Negative,Other,True,llm,True
Penrose KL,The mains tasted bland and under-seasoned.,5,Negative,Taste,True,llm,True
Penrose KL,"Tables were cramped and the room felt overcrowded. However, Host was welcoming and the ambiance felt cozy.",3,Positive,Other,True,llm,True
Penrose KL,Quick seating even on a busy Friday night.,5,Positive,Wait Time,True,llm,True
Penrose KL,"Left disappointed; the curry was cold for the price. However, Portions were generous and beautifully plated.",3,Negative,Taste,True,llm,True
Penrose KL,Staff remembered our preferences from last visit.,4,Positive,Service,True,llm,True
Penrose KL,"The sushi was overcooked and not what we hoped for. However, Best tiramisu I've ever had, highly recommend.",3,Positive,Taste,True,llm,True
Penrose KL,Quick seating even on a busy Friday night.,1,Positive,Wait Time,True,llm,True
Penrose KL,"Had to wait 45 minutes for a table despite having a reservation. However, The roast chicken was beautifully cooked and exceeded our expectations.",3,Positive,Taste,True,llm,True
Penrose KL,Loved the nasi lemak — fresh and served piping hot.,2,Positive,Taste,True,llm,True
Penrose KL,"Service was average, neither fast nor slow.",3,Neutral,Service,True,llm,True
Peter's Pork Noodle | Money's Corner,Left disappointed; the curry was inconsistent for the price.,5,Negative,Taste,True,llm,True
Peter's Pork Noodle | Money's Corner,"Had to wait 45 minutes for a table despite having a reservation. However, The char kuey teow was flavorful and exceeded our expectations.",4,Negative,Wait Time,True,llm,True
Peter's Pork Noodle | Money's Corner,The steak was greasy and not what we hoped for.,5,Negative,Taste,True,llm,True
